sku_id,sku_weight
SKU001,4.657828064196783
SKU002,3.863877681809463
SKU003,4.92537140880872
SKU004,2.8900795256654637
SKU005,4.569080383075939
SKU006,1.668087942159449
SKU007,4.518312846072839
SKU008,3.177902829121485
SKU009,4.451660622391606
SKU010,4.3692958871317185
SKU011,1.269448847813621
SKU012,3.6003455612969275
SKU013,2.7348329459042224
SKU014,1.6005948172640632
SKU015,3.9233475048282616
SKU016,2.7777239329983363
SKU017,3.7220974504770235
SKU018,2.260571869145947
SKU019,4.030178348259778
SKU020,0.5140472106791514
SKU021,1.0192139322489802
SKU022,3.892797916794931
SKU023,3.3509459154509234
SKU024,1.864839650993317
SKU025,0.5655485011283035
SKU026,2.46685965038744
SKU027,2.9578717043485336
SKU028,1.4198111467995211
SKU029,2.207672187382163
SKU030,1.4206300578637603
SKU031,0.7140732837784697
SKU032,1.719228786115411
SKU033,3.8614644684885397
SKU034,2.0318897999523013
SKU035,2.164426667295455
SKU036,2.204547995456928
SKU037,3.1306235710356347
SKU038,1.077321029392498
SKU039,3.288048792122174
SKU040,3.896487636816133
SKU041,0.9524175090292086
SKU042,1.313952015980653
SKU043,3.051937525298218
SKU044,1.9661126071470907
SKU045,4.63364863352864
SKU046,0.5442414079983929
SKU047,2.6061671257530516
SKU048,3.817247970919299
SKU049,0.629451792634669
SKU050,4.977681373972575
SKU051,4.450446726795956
SKU052,1.208864063284584
SKU053,3.860643444729181
SKU054,1.545785013944025
SKU055,3.9995547997880925
SKU056,3.30667254152838
SKU057,0.6590730409280573
SKU058,3.2673331154129395
SKU059,1.8360264760379819
SKU060,1.6907750055994846
SKU061,4.830413858046322
SKU062,3.1807695241394205
SKU063,4.6021993344551975
SKU064,1.3097222821753505
SKU065,3.1221275635739136
SKU066,4.791359294843895
SKU067,4.181924862198679
SKU068,0.6756299679454669
SKU069,2.6978236159009454
SKU070,2.5403593499636496
SKU071,2.7324973812481597
SKU072,2.5837439575395598
SKU073,3.880366615085862
SKU074,2.8058488811669413
SKU075,2.9875187937073955
SKU076,1.0606098183770865
SKU077,4.36803523116195
SKU078,2.391717236222316
SKU079,4.975955705165347
SKU080,1.487301070880511
SKU081,2.7390415242735826
SKU082,3.5168032227461437
SKU083,2.233741803100433
SKU084,1.164997267316604
SKU085,1.093312412014168
SKU086,2.2772897228327293
SKU087,4.306594841754966
SKU088,2.242992114772483
SKU089,4.104339444605458
SKU090,1.1737194956714039
SKU091,4.475060210685215
SKU092,4.686343422791165
SKU093,2.7612180943370217
SKU094,2.3415930038256203
SKU095,1.0954397545463355
SKU096,2.5309315997374275
SKU097,3.6425272661852697
SKU098,2.3487696913569662
SKU099,0.7153809407159089
SKU100,4.896823703175339
SKU101,4.742714929622137
SKU102,1.5315987045432882
SKU103,1.9450474402291515
SKU104,4.678787301742883
SKU105,2.778421638788346
SKU106,2.663673235842045
SKU107,1.8027250807516022
SKU108,3.5452580785471457
SKU109,0.5501905032878889
SKU110,2.5720583936459342
SKU111,1.8387182629959307
SKU112,4.868468918275283
SKU113,2.6435993066054695
SKU114,2.192708703022613
SKU115,2.456370785353603
SKU116,3.196564493435079
SKU117,2.7625957809037
SKU118,2.6883546525216686
SKU119,2.5749837878794546
SKU120,2.0643704503890548
SKU121,4.348625051746183
SKU122,4.889528134280494
SKU123,2.086463476175507
SKU124,2.4056770441069117
SKU125,0.834132225810089
SKU126,4.713885185547179
SKU127,1.1377995966696854
SKU128,1.4736431031256416
SKU129,3.6848527254593835
SKU130,2.532883381916214
SKU131,3.1477918919634424
SKU132,4.135639668014415
SKU133,1.3877797282972109
SKU134,4.74835173973819
SKU135,4.450550495126594
SKU136,1.3204889093566687
SKU137,3.5279176160240397
SKU138,2.742464955105992
SKU139,3.5364618699984636
SKU140,4.86840316629361
SKU141,4.231073452833922
SKU142,2.175903231185056
SKU143,4.017011979845503
SKU144,3.4577154703262845
SKU145,0.6532732713244302
SKU146,4.013291082178156
SKU147,3.887157941465337
SKU148,1.5852277437408218
SKU149,3.0455887195631055
SKU150,3.913926132769589
SKU151,4.913985599060157
SKU152,1.2571918114980476
SKU153,3.5854271022943793
SKU154,0.7323423371998885
SKU155,2.783421684271021
SKU156,0.5468013087396865
SKU157,3.204286532562155
SKU158,2.3336138947702265
SKU159,3.5179399496515105
SKU160,4.4790690302362774
SKU161,0.920238472627295
SKU162,1.240194300794602
SKU163,1.024700166177852
SKU164,2.1439956940443463
SKU165,0.9907727838735829
SKU166,3.0914835604392144
SKU167,1.9956832431110616
SKU168,0.6871848957714075
SKU169,3.763724014400312
SKU170,2.6068174190857
SKU171,4.040242058955388
SKU172,3.0408388063572835
SKU173,1.1680806120807743
SKU174,4.169476083103197
SKU175,1.2532902682594012
SKU176,2.283596912397906
SKU177,3.0435420611035435
SKU178,1.300135642542841
SKU179,2.101440443764216
SKU180,4.615326446670852
SKU181,1.3679013783995704
SKU182,4.628126562827511
SKU183,1.218765062406122
SKU184,4.712133259355039
SKU185,4.1423487189464065
SKU186,4.068118999074857
SKU187,4.813958749418571
SKU188,1.824753059193113
SKU189,0.8539185232990085
SKU190,1.4655064706524745
SKU191,4.407539033709607
SKU192,2.051942505954897
SKU193,1.716125410433597
SKU194,4.484842156550724
SKU195,2.6477879935678077
SKU196,2.6360235613230896
SKU197,3.4838917333561357
SKU198,1.9740550151229814
SKU199,1.7891588632442939
SKU200,0.6702568732174898
SKU201,4.658440862792875
SKU202,3.2283322562579766
SKU203,3.180568613541091
SKU204,3.0630243716071246
SKU205,4.811543345879685
SKU206,1.1717325312267144
SKU207,4.159713830487435
SKU208,2.3807506541593417
SKU209,0.801266812634181
SKU210,1.7467493749611736
SKU211,3.945094863278702
SKU212,0.7063577809213721
SKU213,2.35724413818581
SKU214,4.25285860749572
SKU215,3.046699627087557
SKU216,3.0690302344269726
SKU217,2.030492200666309
SKU218,3.8591301333840042
SKU219,4.407407745922738
SKU220,1.9151496696488424
SKU221,1.863235211769352
SKU222,1.128902387237019
SKU223,4.501308477604203
SKU224,2.3997636461720115
SKU225,1.054390529764622
SKU226,3.5168210295822546
SKU227,0.8600592595607948
SKU228,1.6018482178578894
SKU229,2.9612775948353964
SKU230,2.8431429715535512
SKU231,2.72571556043385
SKU232,1.2868080926105823
SKU233,1.5133230008869862
SKU234,3.9157826610014306
SKU235,0.7066579566161473
SKU236,0.9906072223509639
SKU237,2.4866607104842964
SKU238,1.2253476797623577
SKU239,1.5228948079208664
SKU240,0.9226786048258251
SKU241,2.18409405306718
SKU242,4.461217493833976
SKU243,0.5311804003150895
SKU244,2.605687116837449
SKU245,3.8352864619281335
SKU246,1.0059130885654823
SKU247,1.3810496892268525
SKU248,1.116096283037662
SKU249,2.3230880604890034
SKU250,2.951961161757962
SKU251,1.3920686137586336
SKU252,3.63401691716443
SKU253,4.517746669727863
SKU254,1.8021007139300886
SKU255,1.1547561100367154
SKU256,2.888927076975597
SKU257,1.3511947676421303
SKU258,1.4024002418403263
SKU259,2.9943979031002703
SKU260,4.059946537478025
SKU261,4.429049929635104
SKU262,0.7982707328571635
SKU263,3.1698972992766277
SKU264,1.717685624190889
SKU265,4.561761504409715
SKU266,2.907408635681513
SKU267,0.7323134258793409
SKU268,0.6095857779323146
SKU269,4.602018338484408
SKU270,2.6724877945026146
SKU271,3.418905664954666
SKU272,3.82842203969799
SKU273,3.361916397618979
SKU274,2.0010244660844827
SKU275,2.686068793393418
SKU276,1.6121714420043878
SKU277,2.6847715533527396
SKU278,2.8799910621326457
SKU279,4.054042702435539
SKU280,4.421376758205628
SKU281,0.5894391810852049
SKU282,3.6427423700043278
SKU283,2.9236576226069535
SKU284,1.5759561149436339
SKU285,1.7705608371126111
SKU286,3.0524923605521646
SKU287,2.6087924087922296
SKU288,2.2402525023098105
SKU289,1.4893184338263772
SKU290,4.71666771778502
SKU291,3.5997966241152084
SKU292,2.650756787360563
SKU293,3.74484057946536
SKU294,4.8846273872010455
SKU295,0.9456197554561965
SKU296,4.492726446775896
SKU297,0.929034818416123
SKU298,4.245336511556986
SKU299,3.0117696747955947
SKU300,2.959205016281997
SKU301,2.780554918782747
SKU302,4.313021098301675
SKU303,1.1379810293142842
SKU304,4.48489898806225
SKU305,0.827402061691625
SKU306,1.9633012488758492
SKU307,2.2829391483948904
SKU308,1.0783241898610354
SKU309,0.8178913864311731
SKU310,3.4372860718627636
SKU311,0.6619287993310154
SKU312,2.7483718968521256
SKU313,4.46955972109192
SKU314,0.7816887533567353
SKU315,3.9670422894132265
SKU316,1.4830353796386029
SKU317,3.423951288324106
SKU318,1.0361446885412624
SKU319,2.168485063878645
SKU320,0.6453664195109743
SKU321,2.77219621116601
SKU322,2.2570075037562316
SKU323,2.619107663244134
SKU324,4.255337821873338
SKU325,4.856009925749743
SKU326,4.574114809958074
SKU327,2.6966378272002185
SKU328,3.879303524838366
SKU329,0.5024363165003403
SKU330,2.4862153657769324
SKU331,1.5093593521364275
SKU332,4.842959076241571
SKU333,2.0530777654148227
SKU334,1.5041250358116451
SKU335,3.4263311292289327
SKU336,3.623998257441758
SKU337,4.8584047057871915
SKU338,4.8461073371311185
SKU339,4.396064568145949
SKU340,3.7764435511155465
SKU341,4.49178073840543
SKU342,3.6028304835450764
SKU343,4.942628136787222
SKU344,4.762390001015021
SKU345,2.5213039115189777
SKU346,3.8150541104713374
SKU347,2.602431229702905
SKU348,4.116086052630127
SKU349,4.272132320418455
SKU350,4.603765516942023
SKU351,1.038182183028509
SKU352,2.2953191782962943
SKU353,4.0440272311879735
SKU354,3.4867137475013017
SKU355,4.704655614489597
SKU356,3.228987804557613
SKU357,3.1701748329012522
SKU358,3.8459731000166792
SKU359,4.290251522123329
SKU360,4.945299771060365
SKU361,1.3881963572432512
SKU362,1.0627801405759896
SKU363,2.6721063588479095
SKU364,3.595592178031786
SKU365,2.2122696918828066
SKU366,3.3395660591762515
SKU367,1.2996287107933318
SKU368,2.314450907035372
SKU369,2.3854321972128245
SKU370,2.486231182529191
SKU371,0.7683933855895094
SKU372,3.8372559779499187
SKU373,0.922730755767178
SKU374,0.7004568586724627
SKU375,4.742556339279459
SKU376,3.909129994933827
SKU377,0.7310677664703553
SKU378,2.1600599758087293
SKU379,1.5634856243620667
SKU380,2.2669804464500913
SKU381,4.46240009144263
